R0uta,Afro House,Ambient,Deep House,Pop/Dance,Techno,Trance,Progressive House,RMS,Tiempo Inicio,Tiempo Fin,ZCR,Mean Absolute Amplitude,Crest Factor,Standard Deviation of Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-off,Spectral Flux,VAD,Spectral Variation,Tempo
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_499.png,0,0,0,0,0,1,0,0.08271197,41:35,41:40,0.03125,0.06617244,6.5773993,0.09021002,3182.7997216203726,3580.254398804644,6984.30192774797,0.95682937,1,0.6892084,114.84375
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_500.png,0,0,0,0,0,1,0,0.11258431,41:40,41:45,0.03662109375,0.090108894,5.4362235,0.118297815,3166.566029202621,3399.6789004936504,6791.152592988689,1.003707,1,0.8561779,114.84375
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_501.png,0,0,0,0,0,1,0,0.14934824,41:45,41:50,0.037109375,0.11963556,4.6561756,0.15072471,3318.496122395883,3540.7181903755586,7218.0695783787705,0.9459879,1,0.8923087,117.45383522727273
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_502.png,0,0,0,0,0,1,0,0.14542805,41:50,41:55,0.02587890625,0.117756024,4.698029,0.1539959,3117.105030840226,3340.0440530799647,6674.743397440545,0.9631622,1,1.0527577,117.45383522727273
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_503.png,0,0,0,0,0,1,0,0.19692059,41:55,42:00,0.0302734375,0.16240238,3.6853259,0.20956829,1873.1997000513159,2661.101774682734,4023.0118682932134,1.1227328,1,0.8144103,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_504.png,0,0,0,0,0,1,0,0.19177926,42:00,42:05,0.013671875,0.15795015,3.612148,0.20275156,1732.3875418797436,2380.602516267631,3697.865497208527,1.1644825,1,0.8081558,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_505.png,0,0,0,0,0,1,0,0.19293606,42:05,42:10,0.01904296875,0.15982589,3.7284627,0.20385918,2115.2057443315816,2651.3152611870114,4553.348181917054,1.2565712,1,0.96375406,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_506.png,0,0,0,0,0,1,0,0.19351636,42:10,42:15,0.03564453125,0.16003822,3.8003848,0.20389651,2610.690200490069,3062.424719438681,5622.813950116009,1.2343625,1,1.0691379,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_507.png,0,0,0,0,0,1,0,0.13515237,42:15,42:20,0.00927734375,0.11007116,4.9352236,0.1518978,3025.585493960463,3202.546424275343,6244.878711390661,1.2210759,1,1.0034069,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_508.png,0,0,0,0,0,1,0,0.17675783,42:20,42:25,0.03515625,0.14606392,4.5472198,0.19190602,3196.709211500434,3559.801255609979,7016.976440146462,1.2196311,1,1.0726023,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_509.png,0,0,0,0,0,1,0,0.18614158,42:25,42:30,0.00341796875,0.15467946,3.8420007,0.19815044,3099.398036478666,3622.0542239712872,6986.600135042054,1.2103286,1,0.98238975,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_510.png,0,0,0,0,0,1,0,0.1622061,42:30,42:35,0.0029296875,0.13345732,4.5473847,0.17649758,3206.6163140318945,3630.892034977065,7103.758746012181,1.2107279,1,0.9752216,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_511.png,0,0,0,0,0,1,0,0.09799312,42:35,42:40,0.02783203125,0.07783839,7.5143523,0.1000614,3563.700089666881,3678.2669439730353,7700.243460883121,1.221844,1,0.84271735,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_512.png,0,0,0,0,0,1,0,0.08803588,42:40,42:45,0.0986328125,0.06967932,6.841983,0.09015128,3831.3043596852635,3668.315603317188,8004.4062001522625,1.1867551,1,0.83975905,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_513.png,0,0,0,0,0,1,0,0.14962964,42:45,42:50,0.08740234375,0.1230111,5.147921,0.17101604,3526.078641106072,3658.066533039122,7560.902153422274,1.164112,1,1.0424631,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_514.png,0,0,0,0,0,1,0,0.19495398,42:50,42:55,0.06201171875,0.16168177,3.8010147,0.20782006,3191.197862191532,3628.8179412210834,7088.320788319315,1.1550144,1,1.0254532,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_515.png,0,0,0,0,0,1,0,0.19289336,42:55,43:00,0.04345703125,0.15998664,4.0575356,0.20525004,3171.3864125978293,3623.3586588277344,7077.379323158352,1.1784948,1,1.005383,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_516.png,0,0,0,0,0,1,0,0.10782247,43:00,43:05,0.0166015625,0.08648713,6.401813,0.11369285,3443.2196267390927,3563.98393321545,7236.405275703306,1.1147262,1,0.8723157,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_517.png,0,0,0,0,0,1,0,0.087135926,43:05,43:10,0.03564453125,0.06925853,6.242852,0.088786125,3786.703180853701,3639.2785477679113,7812.805657265081,1.1097344,1,0.7485421,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_518.png,0,0,0,0,0,1,0,0.14761879,43:10,43:15,0.04638671875,0.11962489,5.2834425,0.15901686,3274.220084653822,3557.487226482345,7108.604965741009,1.1339022,1,1.1111684,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_519.png,0,0,0,0,0,1,0,0.19957536,43:15,43:20,0.0048828125,0.1662335,3.8573134,0.21422717,3261.2849478396784,3673.1375089662006,7458.432084723027,1.2381631,1,1.0936362,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_520.png,0,0,0,0,0,1,0,0.1920701,43:20,43:25,0.00390625,0.15997045,3.58919,0.20533088,3234.911842674933,3689.4297859124845,7459.081578088747,1.2581614,1,1.0795249,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_521.png,0,0,0,0,0,1,0,0.1834125,43:25,43:30,0.00634765625,0.15292375,3.8901594,0.19711187,3249.144365636837,3715.5186542363176,7477.4672364414155,1.2680893,1,1.0230212,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_522.png,0,0,0,0,0,1,0,0.116746485,43:30,43:35,0.02197265625,0.09577905,5.7967825,0.13664109,3598.8169105504717,3776.177157985335,7977.177439820186,1.2363235,1,0.90664256,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_523.png,0,0,0,0,0,1,0,0.20741159,43:35,43:40,0.029296875,0.17479426,3.302605,0.20881797,3131.863842860993,3804.554747409215,7514.788124456207,1.2276183,1,0.9787554,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_524.png,0,0,0,0,0,1,0,0.19394282,43:40,43:45,0.03369140625,0.16320378,3.3883903,0.19526328,3139.6395341232273,3804.1578116841174,7521.832629422854,1.2308576,1,0.916991,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_525.png,0,0,0,0,0,1,0,0.18465875,43:45,43:50,0.0517578125,0.15555835,3.3722641,0.18615656,3234.0848227720508,3836.4428379085725,7763.294278386021,1.1745627,1,0.8725329,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_526.png,0,0,0,0,0,1,0,0.16271758,43:50,43:55,0.02099609375,0.13676432,3.2533975,0.16396867,3103.8159608216556,3797.2312396168604,7525.030135223318,1.1603794,1,0.73069185,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_527.png,0,0,0,0,0,1,0,0.1452746,43:55,44:00,0.0224609375,0.12078368,3.7215688,0.14656541,3125.0682759270917,3773.4792836436372,7467.275186702436,1.1668376,1,0.71084046,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_528.png,0,0,0,0,0,1,0,0.1278003,44:00,44:05,0.02099609375,0.10559122,3.9102733,0.12892066,3248.35853623545,3767.5650514604013,7586.532160854118,1.1616994,1,0.7323079,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_529.png,0,0,0,0,0,1,0,0.10349741,44:05,44:10,0.0361328125,0.08425943,4.9992537,0.10506191,3109.6788054110584,3366.270992506813,6624.832330336427,1.0544156,1,0.6981172,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_530.png,0,0,0,0,0,1,0,0.09490003,44:10,44:15,0.02783203125,0.07676963,4.33507,0.09561677,2414.9527393339713,2729.32366914846,4745.148568916763,1.0764196,1,0.5783334,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_531.png,0,0,0,0,0,1,0,0.101015665,44:15,44:20,0.0185546875,0.0821971,4.550282,0.10175779,2242.6731385155954,2643.57023349494,4335.468138232309,1.0113665,1,0.5561716,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_532.png,0,0,0,0,0,1,0,0.09889936,44:20,44:25,0.0224609375,0.07954702,4.348634,0.09945992,2722.081004085112,3051.7334346820203,5565.208884679524,0.9987276,1,0.6273383,139.6748310810811
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_533.png,0,0,0,0,0,1,0,0.102616586,44:25,44:30,0.04150390625,0.08226311,4.293066,0.10375989,2918.1645275327373,3297.129874671862,6515.01799050174,1.0060095,1,0.61797476,114.84375
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_534.png,0,0,0,0,0,1,0,0.10647592,44:30,44:35,0.03857421875,0.08494294,4.7841606,0.10956597,3489.594326232849,3622.412546873016,7535.172223934164,1.0218664,1,0.7474044,114.84375
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_535.png,0,0,0,0,0,1,0,0.068491064,44:35,44:40,0.0478515625,0.054710895,4.664828,0.06882972,3947.481325892354,3772.177760334939,8152.390765479989,1.049076,1,0.5949326,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_536.png,0,0,0,0,0,1,0,0.073815204,44:40,44:45,0.0615234375,0.0587742,5.4558377,0.07421177,4590.580060201564,4137.237931859547,9579.377650993329,1.0044641,1,0.6368606,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_537.png,0,0,0,0,0,1,0,0.09853718,44:45,44:50,0.06884765625,0.078806244,5.163338,0.09949301,4312.657905740436,4067.9324823188635,9114.889972447796,0.9890467,1,0.7539549,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_538.png,0,0,0,0,0,1,0,0.102129675,44:50,44:55,0.052734375,0.08148411,5.112947,0.102746956,4476.838929928406,4110.883590723378,9359.549127211427,0.9882632,1,0.80650604,126.04801829268293
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_539.png,0,0,0,0,0,1,0,0.073364735,44:55,45:00,0.0751953125,0.05866973,6.6658726,0.07734823,4663.1021182435625,4035.3483881676166,9514.478275449535,1.0559709,1,0.8278143,120.18531976744185
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_540.png,0,0,0,0,0,1,0,0.052980963,45:00,45:05,0.08349609375,0.041947115,7.56302,0.060628675,3684.2814005497967,3542.511965748745,7562.450945294374,1.1099137,1,0.6681079,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_541.png,0,0,0,0,0,1,0,0.059163835,45:05,45:10,0.060546875,0.046774562,6.498236,0.06602841,3767.600192404562,3589.870153151082,7842.432546947506,1.1233819,1,0.6771893,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_542.png,0,0,0,0,0,1,0,0.07440491,45:10,45:15,0.05810546875,0.06125576,7.064404,0.09379891,3424.897804471215,3457.976110173209,7147.974255909223,1.0782397,1,0.7038659,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_543.png,0,0,0,0,0,1,0,0.17702538,45:15,45:20,0.005859375,0.14977963,3.0867944,0.17847253,2352.528991376697,3328.2427199583735,5503.057365683005,1.1748757,1,0.7179906,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_544.png,0,0,0,0,0,1,0,0.18221481,45:20,45:25,0.02392578125,0.15413941,2.9488404,0.18344215,2148.5976365575557,3162.8912851549317,4978.6164533787705,1.1676108,1,0.70828265,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_545.png,0,0,0,0,0,1,0,0.18617125,45:25,45:30,0.0029296875,0.15695107,3.6115172,0.18771867,2613.803955364725,3487.0942511923877,6158.096405524942,1.2069724,1,0.8259105,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_546.png,0,0,0,0,0,1,0,0.17609136,45:30,45:35,0.0244140625,0.14739752,3.7849317,0.17708413,2701.20020048276,3550.720010469881,6302.933426080336,1.1933591,1,0.79471266,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_547.png,0,0,0,0,0,1,0,0.12423821,45:35,45:40,0.0029296875,0.10227793,5.0147862,0.13544819,2855.6443216002344,3525.887658458146,6343.451819895592,1.315729,1,0.78069997,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_548.png,0,0,0,0,0,1,0,0.16474849,45:40,45:45,0.03955078125,0.13757452,3.6785474,0.17033939,2729.7142219365014,3494.6193142203624,6308.678944315545,1.2364488,1,0.8289434,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_549.png,0,0,0,0,0,1,0,0.16600421,45:45,45:50,0.00927734375,0.13861825,3.847548,0.17028771,3292.3805763229925,3874.63916654385,7649.383134244489,1.161658,1,0.90547794,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_550.png,0,0,0,0,0,1,0,0.13594872,45:50,45:55,0.02099609375,0.11147435,5.019336,0.14304624,3492.957189355161,3868.0567402028337,7996.662240791763,1.2153659,1,0.90066075,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_551.png,0,0,0,0,0,1,0,0.107037984,45:55,46:00,0.03076171875,0.08661736,5.831474,0.114233166,3333.2882502870084,3740.084794593632,7328.83317774797,1.2245252,1,0.8341377,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_552.png,0,0,0,0,0,1,0,0.12713139,46:00,46:05,0.02978515625,0.102779284,5.2920246,0.13166663,3436.6528999727007,3933.1244434789082,7924.8682433657195,1.2502654,1,0.94489425,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_553.png,0,0,0,0,0,1,0,0.15331432,46:05,46:10,0.04052734375,0.12695648,4.659645,0.16617349,3958.6163969960653,4000.007694953349,8653.00026736514,1.086851,1,1.1637439,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_554.png,0,0,0,0,0,1,0,0.20177871,46:10,46:15,0.0302734375,0.16962528,3.467724,0.20641014,3315.411262607578,3927.6591355045975,7841.982897694315,1.1704917,1,1.0969586,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_555.png,0,0,0,0,0,1,0,0.17431158,46:15,46:20,0.06396484375,0.14486836,4.068698,0.18100116,3516.5616552430674,3974.9340971759475,8255.910015770012,1.0886376,1,1.0396892,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_556.png,0,0,0,0,0,1,0,0.16466166,46:20,46:25,0.0478515625,0.13965905,3.7596006,0.17632748,1923.9634880968504,2868.160274257621,3885.569079901392,1.4915197,1,0.868169,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_557.png,0,0,0,0,0,1,0,0.17384228,46:25,46:30,0.00390625,0.14814332,3.7146192,0.1869601,1534.2776142819628,2587.1890446803395,3051.6695593459976,1.5818094,1,0.73380536,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_558.png,0,0,0,0,0,1,0,0.17861998,46:30,46:35,0.0009765625,0.15174292,3.3024817,0.1884107,1895.8474154323067,2809.971406155481,3978.1968260585845,1.3570484,1,0.81115294,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_559.png,0,0,0,0,0,1,0,0.18559085,46:35,46:40,0.0048828125,0.15756883,3.2740846,0.1947103,2281.576684823465,3309.5372590585603,5129.698602450696,1.5272536,1,0.8819796,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_560.png,0,0,0,0,0,1,0,0.18640055,46:40,46:45,0.0048828125,0.158237,3.5214756,0.19515349,2260.5878665557334,3363.184657844496,4991.506398636891,1.414959,1,0.83918524,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_561.png,0,0,0,0,0,1,0,0.17116314,46:45,46:50,0.005859375,0.14490733,3.8947766,0.18291871,2823.199913444713,3655.226030575404,6500.12960411833,1.3712823,1,0.8970149,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_562.png,0,0,0,0,0,1,0,0.1849451,46:50,46:55,0.00537109375,0.15640628,3.8626468,0.1931591,3073.3047960975146,3902.8796217035538,7379.493660274072,1.3674242,1,0.9377852,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_563.png,0,0,0,0,0,1,0,0.18677095,46:55,47:00,0.015625,0.15690434,3.909219,0.19345668,3063.2802671075415,3818.7939533895556,7247.496623948666,1.2448072,1,0.97739846,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_564.png,0,0,0,0,0,1,0,0.12971687,47:00,47:05,0.0302734375,0.10638195,5.537868,0.13769767,2342.9391162927477,2997.175392614132,4979.515751885151,0.9758247,1,0.87751853,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_565.png,0,0,0,0,0,1,0,0.09900336,47:05,47:10,0.02978515625,0.07948394,4.9277177,0.10085764,2220.945859748382,3083.8621564879445,5063.4502791473315,0.96350414,1,0.5283831,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_566.png,0,0,0,0,0,1,0,0.114724375,47:10,47:15,0.04345703125,0.092197955,6.122048,0.11972843,2582.174848346381,3310.7829661856504,5804.2224432642115,1.0477153,1,0.73332244,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_567.png,0,0,0,0,0,1,0,0.14387049,47:15,47:20,0.03076171875,0.115987755,4.5572987,0.14586122,2123.803888953981,2902.551193739775,4467.81490175464,0.98423856,1,0.74971205,114.84375
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_568.png,0,0,0,0,0,1,0,0.13376008,47:20,47:25,0.01953125,0.10778897,4.998733,0.13572732,2666.259737134896,3117.4170021485825,5943.363906612529,1.0154581,1,0.8724859,114.84375
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_569.png,0,0,0,0,0,1,0,0.15010522,47:25,47:30,0.02294921875,0.12103128,4.602648,0.15222855,2921.228016455375,3350.4337242227566,6528.407546041183,0.92740834,1,0.93011993,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_570.png,0,0,0,0,0,1,0,0.16044976,47:30,47:35,0.01904296875,0.12891337,5.429064,0.16209762,2697.8821148124857,3241.173301170273,6127.020646026682,0.90591353,1,0.92018235,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_571.png,0,0,0,0,0,1,0,0.16731697,47:35,47:40,0.01904296875,0.1346223,4.1573234,0.16887803,2548.2360377031214,3178.9171529717055,5668.078641603828,0.9348381,1,0.85630035,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_572.png,0,0,0,0,0,1,0,0.15700242,47:40,47:45,0.033203125,0.12685904,5.0954223,0.15923958,2869.3180003270427,3445.1408949691577,6657.656725819315,0.9255928,1,0.8366873,143.5546875
espectrogramas_salida1\SnapSave.io - Amelie Lens  _ Tomorrowland Winter 2023 (320 kbps)_fragmento_573.png,0,0,0,0,0,1,0,0.1413711,47:45,47:50,0.03564453125,0.11399807,4.667333,0.14274873,3293.527512346912,3702.1320951756925,7621.305036434164,0.94669735,1,0.814762,143.5546875
